(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
(133, 511) 
