2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,930: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,945: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,961: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
2019-02-02 15:41:02,976: (1035, 557)
